rec_id,value
553,"Ells, R.W., 1904, Bulletin on the ores of copper in the Province of Nova Scotia, New Brunswick and Quebec:  Geological Survey of Canada Publication, No. 882."
554,"Shumway, G., 1951, Sedimentary copper, Tatamagouche Area, Nova Scotia:  Massachusetts Institute of Technology, Unpublished M.Sc. thesis."
555,"Kirkham, R.V., 1985, Base Metals in Upper Windsor (Codroy) Group oolitic and stromatolitic limestones in the Atlantic Provinces:  in Current Research, Part A, Geological Survey of Canada, Paper 85-1a, p. 573-585."
556,"Brummer, J.J., 1958, Supergene copper-uranium deposits in Northern Nova Scotia:  Economic Geology, Vol. 53, p. 309-324."
557,"Brummer, J.J., 1958, Supergene copper-uranium deposits in Northern Nova Scotia:  Economic Geology, Vol. 53, p. 309-324."
558,"Anon, 1982, Esso Minerals Canada, Company Files."
559,"Shaw, W.S., 1974, Cape Breton Mineral Resource Project:  Safras Data File (1974), St Francis Xavier University."
560,"Shumway, G., 1951, Sedimentary copper, Tatamagouche Area, Nova Scotia:  Massachusetts Institute of Technology, Unpublished M.Sc. thesis."
561,"Shaw, W.S., 1974, Cape Breton Mineral Resource Project:  Safras Data File (1974), St Francis Xavier University."
562,"Ells, R.W., 1904, Bulletin On the ores of copper in the Province of Nova Scotia, New Brunswick and Quebec:  Geological Survey of Canada Publication, No. 882."
563,"Ponsford, M., 1984, Metallic mineral occurrences map and data compilation Central Nova Scotia-Map Sheets 11d and 11e:  Nova Scotia Department of Mines and Energy, Open-File 599."
564,"Binney, W.P., 1975, Copper occurrences in Lower Carboniferous sedimentary rocks of the Maritime Provinces:  Geological Survey of Canada, Open-File 281, 156 p."
565,"Binney, W.P., 1975, Copper occurrences in Lower Carboniferous sedimentary Rocks of the Maritime Provinces:  Geological Survey of Canada, Open-File 281, 156 p."
566,"Anon,  Nova Scotia Department of Mines, Assessment File, 11 E 14b, 13-E-47, Copper, Wallace, Cumberland County."
567,"Fletcher, H., 1892, Report on geological surveys and explorations in the counties of Pictou and Colchester, Nova Scotia:  Geological Survey of Canada Annual Report (1890-91), Vol. 5, Part 2, Part p."
568,"Anon,  New Brunswick Department of Natural Resources Report 138."
569,"Ryan, R.J., Boehmer, R.C., Stea, R.R., and Rogers, P.J., 1989, Geology, geochemistry, and exploration applications for the Permo-Carboniferous redbed copper deposits of the Cumberland Basin, Nova Scotia, Canada in Boyle, R.W., Brown, A.C., Jefferson, C.W., Jowett, E.C., and Kirkham, R.V. eds., Sediment-hosted Stratiform Copper Deposits: Geological Association of Canada Special Paper 36, p. 245-256."
569,"Ells, R.W., 1904, Bulletin on the ores of copper in the Province of Nova Scotia, New Brunswick and Quebec:  Geological Survey of Canada Publication, No. 882."
570,"Anon,  Nova Scotia Department of Mines, Assessment File, 11 E 15b, 13-M-33."
571,"Goudge, M.G., 1947, Report on the metalliferous mines, Nova Scotia Dept Mines:  Annual Report (1946)."
572,"Ells, R.W., 1904, Bulletin on the ores of copper in the Province of Nova Scotia, New Brunswick and Quebec:  Geological Survey of Canada Publication, No. 882."
573,"Anon,  Nova Scotia Department of Mines, Assessment File, 11 E 12c, 13-E-23."
574,"Ponsford, M., 1984, Metallic mineral occurrences map and data compilation Central Nova Scotia-Map Sheets 11d and 11e:  Nova Scotia Department of Mines and Energy, Open-File 599."
575,"Binney, W.P., 1975, Copper occurrences in Lower Carboniferous Sedimentary Rocks of the Maritime Provinces:  Geological Survey of Canada, Open-File 281, 156 p."
576,"Shumway, G., 1951, Sedimentary copper, Tatamagouche Area, Nova Scotia:  Massachusetts Institute of Technology, Unpublished M.Sc. thesis."
577,"Dawson, G.M., 1898, Operations of the Geological Survey for 1897:  Geological Survey of Canada Summary Rept, Vol. 10, Part A."
578,"Wiese, R.G., 1957, An occurrence of mineralized organic material in Nova Scotia:  Economic Geology, Vol. 52, No. 1."
579,"Shumway, G., 1951, Sedimentary copper, Tatamagouche Area, Nova Scotia:  Massachusetts Institute of Technology, Unpublished M.Sc. thesis."
580,"Shumway, G., 1951, Sedimentary copper, Tatamagouche Area, Nova Scotia:  Massachusetts Institute of Technology, Unpublished M.Sc. thesis."
581,"Binney, W.P., 1975, Copper occurrences in Lower Carboniferous Sedimentary Rocks of the Maritime Provinces:  Geological Survey of Canada, Open-File 281, 156 p."
582,"Ponsford, M., 1984, Metallic Mineral Occurrences Map and Data Compilation Central Nova Scotia-Map Sheets 11d and 11e:  Nova Scotia Department of Mines and Energy, Open-File 599."
583,"Ells, R.W., 1904, Bulletin on the ores of copper in the Province of Nova Scotia, New Brunswick and Quebec:  Geological Survey of Canada Publication, No. 882."
584,"Dunsmore, H.E., 1977, A new genetic model for uranium-copper mineralization, Permo-Carboniferous Basin, Northern Nova Scotia:  in Report of Activities, Part B, Geological Survey of Canada, Paper 77-1b, p. 247-253."
585,"Binney, W.P., 1975, Copper occurrences in Lower Carboniferous Sedimentary Rocks of the Maritime Provinces:  Geological Survey of Canada, Open-File 281, 156 p."
586,"Anon,  Nova Scotia Department of Mines, Assessment File, 11 F 16 B, 13-O-28."
587,"Potter, R.R., 1967, Metallogenic investigations Kennebecasis Zone (2):  Geological Investigations in New Brunswick, New Brunswick Department of Natural Resources, Information Circular 67-1."
588,"Shumway, G., 1951, Sedimentary copper, Tatamagouche Area, Nova Scotia:  Massachusetts Institute of Technology, Unpublished M.Sc. thesis."
588,"Dunsmore, H.E., 1977, A New Genetic Model for Uranium-Copper Mineralization, Permo-Carboniferous Basin, Northern Nova Scotia:  in Report of Activities, Part B, Geological Survey of Canada, Paper 77-1b, p. 247-253."
589,"Benson, D.G., 1970, Notes To Accompany Geological Map of Antigonish and Cape George Map-Areas, Nova Scotia:  Geological Survey of Canada, Paper 70-8, 2 p."
590,"Shumway, G., 1951, Sedimentary copper, Tatamagouche Area, Nova Scotia:  Massachusetts Institute of Technology, Unpublished M.Sc. thesis."
591,"Ball, F.D., and Gemmell, D.E., 1975, Dorchester Mines:  Carboniferous Compilation, Vol. 4 (Uranium and Base Metals), New Brunswick Mineral Resources Branch, Topical Report 75-22."
591,"Wright, W.J., 1951, New Horton copper deposits:  New Brunswick Department of Lands and Mines Paper 51-2."
592,"Shumway, G., 1951, Sedimentary copper, Tatamagouche Area, Nova Scotia:  Massachusetts Institute of Technology, Unpublished M.Sc. thesis."
593,"Anon,  Nova Scotia Department of Mines, Assessment File, 11 F 11 D, 27-O-3, Lead, Black River, Richmond County."
594,"Anon,  Nova Scotia Department of Mines, Assessment File, 11 E 11c, 13-D-45, Tatamagouche."
595,"Shumway, G., 1951, Sedimentary copper, Tatamagouche Area, Nova Scotia:  Massachusetts Institute of Technology, Unpublished M.Sc. thesis."
595,"Dunsmore, H.E., 1977, A new genetic model for uranium-copper mineralization, Permo-Carboniferous Basin, Northern Nova Scotia:  in Report of Activities, Part B, Geological Survey of Canada, Paper 77-1b, p. 247-253."
596,"Potter, R.R., 1967, Metallogenic investigations Kennebecasis Zone (2):  Geological Investigations in New Brunswick, New Brunswick Department of Natural Resources, Information Circular 67-1."
597,"Potter, R.R., 1967, Metallogenic investigations Kennebecasis Zone (2):  Geological Investigations in New Brunswick, New Brunswick Department of Natural Resources, Information Circular 67-1."
598,"Binney, W.P., 1975, Copper occurrences in Lower Carboniferous Sedimentary Rocks of the Maritime Provinces:  Geological Survey of Canada, Open-File 281, 156 p."
599,"Bancroft, M.F., 1944, Copper deposits Wentworth District Nova Scotia:  Nova Scotia Department of Mines, Annual Report (1943), p. 94-105."
599,"Messervey, J.P., 1929, Copper in Nova Scotia:  Nova Scotia Department of Mines, Pamphlet No. 7."
600,"Messervey, J.P., 1929, Copper in Nova Scotia:  Nova Scotia Department of Mines, Pamphlet No. 7."
601,"Ells, R.W., 1904, Bulletin on the ores of copper in the Province of Nova Scotia, New Brunswick and Quebec:  Geological Survey of Canada Publication, No. 882."
602,"Ponsford, M., 1984, Metallic mineral occurrences map and data compilation Central Nova Scotia-Map Sheets 11d and 11e:  Nova Scotia Department of Mines and Energy, Open-File 599."
603,"Wright, W.J., 1951, New Horton copper deposits:  New Brunswick Department of Lands and Mines Paper 51-2."
604,"Anon,  Nova Scotia Department of Mines, Assessment File, 11 E 10 C, 13-M-20, Copper, Plainfield, Pictou County."
605,"Anon,  Nova Scotia Department of Mines, Assessment File, 11 E 11c, 13-D-45, Copper, Tatamagouche, Colchester County."
606,"Boyd, R.T., 1978, Gulf Minerals Canada Limited report on the Midway Claims Albert County New Brunswick:  New Brunswick Mineral Resources Branch Assessment File No. 472197."
607,"Wright, W.J., 1951, New Horton copper deposits:  New Brunswick Department of Lands and Mines Paper 51-2."
608,"Binney, W.P., 1975, Copper occurrences in Lower Carboniferous Sedimentary Rocks of the Maritime Provinces:  Geological Survey of Canada, Open-File 281, 156 p."
609,"Shumway, G., 1951, Sedimentary copper, Tatamagouche Area, Nova Scotia:  Massachusetts Institute of Technology, Unpublished M.Sc. thesis."
610,"Anon,  Nova Scotia Department of Mines, Assessment File, 11 E 10 C, 13-M-20, Copper, Plainfield, Pictou County."
611,"Binney, W.P., 1975, Copper occurrences in Lower Carboniferous Sedimentary Rocks of the Maritime Provinces:  Geological Survey of Canada, Open-File 281, 156 p."
612,"Binney, W.P., 1975, Copper occurrences in Lower Carboniferous Sedimentary Rocks of the Maritime Provinces:  Geological Survey of Canada, Open-File 281, 156 p."
613,"Ells, R.W., 1904, Bulletin on the ores of copper in the Province of Nova Scotia, New Brunswick and Quebec:  Geological Survey of Canada Publication, No. 882."
614,"Shumway, G., 1951, Sedimentary copper, Tatamagouche Area, Nova Scotia:  Massachusetts Institute of Technology, Unpublished M.Sc. thesis."
615,"Binney, W.P., 1975, Copper occurrences in Lower Carboniferous Sedimentary Rocks of the Maritime Provinces:  Geological Survey of Canada, Open-File 281, 156 p."
616,"Binney, W.P., 1975, Copper occurrences in Lower Carboniferous Sedimentary Rocks of the Maritime Provinces:  Geological Survey of Canada, Open-File 281, 156 p."
617,"Binney, W.P., 1975, Copper occurrences in Lower Carboniferous Sedimentary Rocks of the Maritime Provinces:  Geological Survey of Canada, Open-File 281, 156 p."
618,"Anon,  Nova Scotia Department of Mines, Assessment File, 11 F 12 A, 07-B-34, Base Metals, Meadows Brook, Antigonish County."
619,"Benson, D.G., 1965, Merigomish (11 E/9) Map-Area:  in Report of Activities: Field, 1964, Geological Survey of Canada, Paper 65-1, p. 125."
620,"Binney, W.P., 1975, Copper occurrences in Lower Carboniferous sedimentary rocks of the Maritime Provinces:  Geological Survey of Canada, Open-File 281, 156 p."
621,"Kirkham, R.V., 1985, Base metals in Upper Windsor (Codroy) Group Oolitic and stromatolitic limestones in the Atlantic Provinces:  in Current Research, Part A, Geological Survey of Canada, Paper 85-1a, p. 573-585."
622,"Binney, W.P., 1975, Copper occurrences in Lower Carboniferous Sedimentary Rocks of the Maritime Provinces:  Geological Survey of Canada, Open-File 281, 156 p."
623,"Boehner, R., 1985, Nova Scotia Department of Mines:  Personal Communication"
624,"Benson, D.G., 1970, Notes To accompany geological map of Antigonish and Cape George Map-Areas, Nova Scotia:  Geological Survey of Canada, Paper 70-8, 2 p."
625,"Kirkham, R.V., 1985, Base metals in Upper Windsor (Codroy) Group Oolitic and stromatolitic limestones in the Atlantic Provinces:  in Current Research, Part A, Geological Survey of Canada, Paper 85-1a, p. 573-585."
626,"Fletcher, H., 1892, Report on geological surveys and explorations in the Counties of Pictou and Colchester, Nova Scotia:  Geological Survey of Canada Annual Report (1890-91), Vol. 5, Part 2, Part p."
627,"Binney, W.P., 1975, Copper occurrences in Lower Carboniferous Sedimentary Rocks of the Maritime Provinces:  Geological Survey of Canada, Open-File 281, 156 p."
627,"Fletcher, H., 1887, Report on geological surveys and explorations in the Counties of Guysborough, Antigonish, Pictou, Colchester and Halifax Nova Scotia:  Geological Survey of Canada Annual Report (1886), Vol. 2, Part p."
628,"Kirkham, R.V., 1985, Base metals in Upper Windsor (Codroy) Group Oolitic and stromatolitic limestones in the Atlantic Provinces:  in Current Research, Part A, Geological Survey of Canada, Paper 85-1a, p. 573-585."
629,"Anon, Nova Scotia Department of Mines, Assessment File, 11 F 12 B, 13-B-30, Copper, Pitchers Farm, Antigonish County."
630,"Anon,  Nova Scotia Department of Mines, Assessment File, 11 F 12 C, 13-B-30 (01)"
631,"Benson, D.G., 1970, Notes To accompany geological map of Antigonish and Cape George Map-Areas, Nova Scotia:  Geological Survey of Canada, Paper 70-8, 2 p."
632,"Kirkham, R.V., 1985, Base metals in Upper Windsor (Codroy) Group Oolitic and stromatolitic limestones in the Atlantic Provinces:  in Current Research, Part A, Geological Survey of Canada, Paper 85-1a, p. 573-585."
633,"Kirkham, R.V., 1985, Base metals in Upper Windsor (Codroy) Group Oolitic and stromatolitic limestones in the Atlantic Provinces:  in Current Research, Part A, Geological Survey of Canada, Paper 85-1a, p. 573-585."
634,"Boehner, R.C., 1982, Geological Map of the Antigonish Basin, Nova Scotia:  Joint-Nova Scotia Department of Mines and Energy and Canada Department of Regional Economic Expansion, Scale 1 To 50 000."
635,"Kirkham, R.V., 1985, Base metals in Upper Windsor (Codroy) Group Oolitic and stromatolitic limestones in the Atlantic Provinces:  in Current Research, Part A, Geological Survey of Canada, Paper 85-1a, p. 573-585."
636,"Ells, R.W., 1904, Bulletin on the ores of copper in the Province of Nova Scotia, New Brunswick and Quebec:  Geological Survey of Canada Publication, No. 882."
637,"Binney, W.P., 1975, Copper occurrences in Lower Carboniferous Sedimentary Rocks of the Maritime Provinces:  Geological Survey of Canada, Open-File 281, 156 p."
638,"Anon,  Nova Scotia Department of Mines, Assessment File, 11 F 5 D, 13-G-19."
639,"Geological Survey of Canada Open File 2915b, 256 p."
639,"Benson, D.G., 1974, Geology ofthe Antigonish Highlands and Cape george Map Areas, Nova Scotia: Geological Survey of Canada Memoir 376, 90 p."
639,"Kirkham, R.V, Carriere, J.J., Laramee, R.M., and Garson, D.F., 1994, Global distribution of sediment-hosted stratiform copper deposits and occurrences:"
640,"Anon,  Nova Scotia Department of Mines, Assessment File, 11e 7d, 13-M-06."
641,"Anon,  Nova Scotia Department of Mines, Assessment File, 11 F 5 D, 13-G-19."
642,"Charbonneau, B.W., Jonasson, I.R. and Ford, K.L., 1975, Cu-U mineralization in the March Formation, Paleozoic rocks of the Ottawa-St.Lawrence Lowlands:  in Report of Activities, April To October 1974, Geological Survey of Canada, Paper 75-1 Part A, p. 229."
643,"Steacy, H.R., 1973, Mineralogical notes on the uranium occurrences at South March and Eldorado, Ontario:  Geological Survey of Canada, Paper 73-1b, p. 103-105."
643,"Charbonneau, B.W., Jonasson, I.R. and Ford, K.L., 1975, Cu-U mineralization in the March Formation, Paleozoic rocks of the Ottawa-St.Lawrence Lowlands:  in Report of Activities, April To October 1974, Geological Survey of Canada, Paper 75-1 Part A, p."
644,"Binney, W.P., 1975, Copper occurrences in Lower Carboniferous Sedimentary Rocks of the Maritime Provinces:  Geological Survey of Canada, Open-File 281, 156 p."
645,"Anon,  Nova Scotia Department of Mines, Assessment File, 11 E 3 D, 27-D-43, Lead, Stewiacke, Colchester County."
646,"Kinkle, A.R., 1962, Copper in the United States:  U.S. Geological Survey, Mineral Investigations Resource Map Mr-13."
647,"Carroll, B.M.W., 1977, Mineral occurrences in New Brunswick, N.T.S. 11-1, 21b/10, 15, 21g/01 To 21g/02e:  New Brunswick Open-File Report 77-01, 155 p."
648,"Davidson, D.F., 1961, Metal content of some black shales of the Western United States, U.S. Geological Survey, Professional Paper 424-C, p. C329-C331."
649,"Hausel, W.D., 1981, Economic mineral deposits of Wyoming-A Review:  Wyoming Geological Association, 32nd Annual Field Conference Guidebook 1981 (Energy Resources of Wyoming)."
650,"Lane, D.W., 1972, Geologic map atlas and summary of economic mineral resources of Converse County, Wyoming:  Geological Survey of Wyoming, County Resource Series No. 1."
651,"Phillips, J.S., 1960, Sandstone-type copper deposits of the Western United States:  Harvard University, Cambridge, Massachusetts, Ph.D. thesis, 320 p."
652,"Raymond, J., 1982, Guidebook for fieldtrips in Connecticut and Central Massachusetts:  New England Intercollegiate Geological Conference, 74th Annual Meeting, University of Connecticut-Storrs Connecticut, Oct. 2-3, 1982."
653,"Mccauley, J.F., 1961, Uranium in Pennsylvania:  Pennsylvania Geological Survey, 4th Series Bulletin M43, 71 p."
654,"Glaeser, J.D., 1974, Upper Devonian stratigraphy and sedimentary environments in Northeastern Pennsylvania:  Pennsylvania Geological Survey, Fourth Series Harrisburg, General Geology Report 63, 64 p."
655,"Phillips, J.S., 1960, Sandstone-type copper deposits of the Western United States:  Harvard University, Cambridge, Massachusetts, Ph.D. thesis, 320 p."
656,"Glaeser, J.D., 1974, Upper Devonian stratigraphy and sedimentary environments in Northeastern Pennsylvania:  Pennsylvania Geological Survey, Fourth Series Harrisburg, General Geology Report 63, 64 p."
657,"Lesure, F.G., 1977, Exploration geochemical studies of some sandstone copper-uranium deposits, Bradford, Columbia and Lycoming Counties, Pennsylvania:  Journal of Research, U.S. Geological Survey, Vol. 5, No. 5, p. 609-621."
658,"Woodward, H.P., 1944, Copper mines andmining in New Jersey:  Department of Conservation and Development, State of New Jersey, Bulletin 57 Geologic Series."
659,"Woodward, H.P., 1944, Copper mines and mining in New Jersey:  Department of Conservation and Development, State of New Jersey, Bulletin 57 Geologic Series."
660,"Kinkle, A.R., 1962, Copper in the United States:  U.S. Geological Survey, Mineral Investigations Resource Map Mr-13."
661,"Woodward, H.P., 1944, Copper mines and mining in New Jersey:  Department of Conservation and Development, State of New Jersey, Bulletin 57 Geologic Series."
662,"Kinkle, A.R., 1962, Copper in the United States:  U.S. Geological Survey, Mineral Investigations Resource Map Mr-13."
663,"Phillips, J.S., 1960, Sandstone-type copper deposits of the Western United States:  Harvard University, Cambridge, Massachusetts, Ph.D. thesis, 320 p."
664,"Hayes, T.S., and Einaudi, M.T., 1986, Genesis of the Spar Lake strata-bound copper-silver deposit, Montana: Part 1. Controls inherited from sedimentation and preore diagenesis: Economic Geology, v. 81, p. 1899-1931."
664,"Hayes, T.S, 1990, A preliminary study of thermometry and metal sources of the Spar Lake stratabound copper-silver deposit, Belt Supergroup, Montana: U.S. Geological Survey Open File Report 90-0484, 30 p."
665,"Brett, G.N., and Meunier, J-D., 1990, Fluid inclusion, ?18O, and 87Sr/86Sr evidence for the origin of fault-controled copper mineralization, Lisbon Valley, Utah: Economic Geology. v. 85, p. 884-891."
665,"Morrison, S. J., and Parry, W. T., 1986, Formation of carbonate-sulfate"
665,"veins associated with copper ore deposits from saline basin brines, Lisbon"
665,"Valley, Utah:  fluid inclusion and isotopic evidence:  Economic Geology, v."
665,"81, no. 12, p. 1853-1866."
665,"Northern Miner, Aug. 22, 1994."
665,"Summo Minerals Web site, 2/2/02"
666,"Dagostino, J.P., 1970, Malachite-and specularite-bearing Triassic sandstone localities Near Chantilly, Virginia:  U.S. Geological Survey, Professional Paper 700-C, p. C103-C106."
667,"Phillips, J.S., 1960, Sandstone-type copper deposits of the Western United States:  Harvard University, Cambridge, Massachusetts, Ph.D. thesis, 320 p."
668,"Phillips, J.S., 1960, Sandstone-type copper deposits of the Western United States:  Harvard University, Cambridge, Massachusetts, Ph.D. thesis, 320 p."
669,"Phillips, J.S., 1960, Sandstone-type copper deposits of the Western United States:  Harvard University, Cambridge, Massachusetts, Ph.D. thesis, 320 p."
670,"Phillips, J.S., 1960, Sandstone-type copper deposits of the Western United States:  Harvard University, Cambridge, Massachusetts, Ph.D. thesis, 320 p."
671,"Phillips, J.S., 1960, Sandstone-type copper deposits of the Western United States:  Harvard University, Cambridge, Massachusetts, Ph.D. thesis, 320 p."
672,"Phillips, J.S., 1960, Sandstone-type copper deposits of the Western United States:  Harvard University, Cambridge, Massachusetts, Ph.D. thesis, 320 p."
673,"Kinkle, A.R., 1962, Copper in the United States:  U.S. Geological Survey, Mineral Investigations Resource Map Mr-13."
674,"Morrison, S. J., and Parry, W. T., 1986, Formation of carbonate-sulfate"
674,"veins associated with copper ore deposits from saline basin brines, Lisbon"
674,"Valley, Utah:  fluid inclusion and isotopic evidence:  Economic Geology, v."
674,"81, no. 12, p. 1853-1866."
674,"Schmitt, L.J., 1969, Uranium and copper mineralization in the Big Indian Wash-Lisbon Valley Mining District, Southeastern Utah:  Unpublished Ph.D. thesis, Columbia University, 173p."
675,"Phillips, J.S., 1960, Sandstone-type copper deposits of the Western United States:  Harvard University, Cambridge, Massachusetts, Ph.D. thesis, 320 p."
676,"Shields, W.R., 1965, Natural variations in the Aabundance ratio and the atomic weight of Copper:  Journal of Geophysical Research, Vol. 70, p. 479-491."
677,"Stieff, L.R., 1953, A preliminary determination of the age of some uranium ores of the Colorado Plateau by the lead-uranium method:  U.S. Geological Survey, Circular 271."
678,"Kinkle, A.R., 1962, Copper in the United States:  U.S. Geological Survey, Mineral Investigations Resource Map Mr-13."
679,"Ripley, E.M., 1980, Mineralogy and paragenesis of red-bed copper mineralization in the Lower Permian of South Central Kansas:  Economic Geology, Vol. 75 No. 5."
680,"Finnell, T.L., 1963, Geology ore deposits and exploratory drilling in the Deer Flat Area, White Canyon District, San Juan County, Utah:  U.S. Geological Survey, Bulletin 1132, 114 p."
681,"Finnell, T.L., 1963, Geology ore deposits and exploratory drilling in the Deer Flat Area, White Canyon District, San Juan County, Utah:  U.S. Geological Survey, Bulletin 1132, 114 p."
682,"Phillips, J.S., 1960, Sandstone-type copper deposits of the Western United States:  Harvard University, Cambridge, Massachusetts, Ph.D. thesis, 320 p."
683,"Phillips, J.S., 1960, Sandstone-type copper deposits of the Western United States:  Harvard University, Cambridge, Massachusetts, Ph.D. thesis, 320 p."
684,"Soule, J.H., 1956, Reconnaissance of the red bed copper deposits in Southeastern Colorado and New Mexico:  U.S. Bureau of Mines Information Circular 7740."
684,"Young, R.G., 1978, Depositional systems and dispersal patterns in Uraniferous Sandstones of the Colorado Plateau, Utah:  Geology, Vol. 5 No. 2, p. 85-102."
685,"Young, R.G., 1978, Depositional systems and dispersal patterns in Uraniferous Sandstones of the Colorado Plateau, Utah:  Geology, Vol. 5 No. 2, p. 85-102."
686,"Hill, W.E., 1967, Copper in redbeds of South Central Kansas:  Short Papers On Research 1966, State Geological Survey of Kansas, Bulletin 187 Part 1."
687,"Hill, W.E., 1967, Copper in redbeds of South Central Kansas:  Short Papers On Research 1966, State Geological Survey of Kansas, Bulletin 187 Part 1."
688,"Phillips, J.S., 1960, Sandstone-type copper deposits of the Western United States:  Harvard University, Cambridge, Massachusetts, Ph.D. thesis, 320 p."
689,"Soule, J.H., 1956, Reconnaissance of the red bed copper deposits in Southeastern Colorado and New Mexico:  U.S. Bureau of Mines Information Circular 7740."
690,"Lur'ye, A.M., 1986, Formation Conditions of Copper-Sandstone and Copper-Shale Deposits:  in Geology and Metallogeny of Copper Deposits, Ed. By G.H. Friedrich Et Al., Proceedings of the 27th Igc Moscow, 1984, p. 477-491."
691,"Phillips, J.S., 1960, Sandstone-type copper deposits of the Western United States:  Harvard University, Cambridge, Massachusetts, Ph.D. thesis, 320 p."
692,"Phillips, J.S., 1960, Sandstone-type copper deposits of the Western United States:  Harvard University, Cambridge, Massachusetts, Ph.D. thesis, 320 p."
693,"Phillips, J.S., 1960, Sandstone-type copper deposits of the Western United States:  Harvard University, Cambridge, Massachusetts, Ph.D. thesis, 320 p."
694,"Phillips, J.S., 1960, Sandstone-type copper deposits of the Western United States:  Harvard University, Cambridge, Massachusetts, Ph.D. thesis, 320 p."
695,"Phillips, J.S., 1960, Sandstone-type copper deposits of the Western United States:  Harvard University, Cambridge, Massachusetts, Ph.D. thesis, 320 p."
696,"Phillips, J.S., 1960, Sandstone-type copper deposits of the Western United States:  Harvard University, Cambridge, Massachusetts, Ph.D. thesis, 320 p."
697,"Talbott, L. W., 1974, Nacimiento pit, a Triassic strata-bound copper"
697,"deposit, in:  Ghost Ranch, New Mexico Geological Society Guidebook, 25th"
697,"Annual Field Conference, p. 301-303."
697,"Woodward, L. A., Kaufman, W.H., Schumacher, O. L., and Talbott, L. W., 1974,"
697,"Strata-bound copper deposits in Triassic sandstone of Sierra Nacimiento, New"
697,"Mexico:  Economic Geology, v. 69, no. 1, p. 108-120."
698,"Phillips, J.S., 1960, Sandstone-type copper deposits of the Western United States:  Harvard University, Cambridge, Massachusetts, Ph.D. thesis, 320 p."
699,"Phillips, J.S., 1960, Sandstone-type copper deposits of the Western United States:  Harvard University, Cambridge, Massachusetts, Ph.D. thesis, 320 p."
700,"Phillips, J.S., 1960, Sandstone-type copper deposits of the Western United States:  Harvard University, Cambridge, Massachusetts, Ph.D. thesis, 320 p."
701,"Joralemon, I.B., 1952, Age Cannot wither or Varieties of Geological Experience:  Economic Geology, Vol. 47 No. 3."
702,"Merritt, C.A., 1940, Copper in the red beds of Oklahoma:  Oklahoma Geological Survey, Mineral Report No. 8, 19 p."
703,"Wedow Jr, H., 1975, The Potential for stratabound disseminated copper deposits in the Cambrian Sandstones of the Appalachian Region:  Economic Geology, Vol. 70 No. 1."
704,"Phillips, J.S., 1960, Sandstone-type copper deposits of the Western United States:  Harvard University, Cambridge, Massachusetts, Ph.D. thesis, 320 p."
705,"Lapoint, D.J., 1979, Geology geochemistry and petrology of sandstone copper deposits in New Mexico:  Unpublished Ph.D. thesis, University of Colorado, 333 p"
706,"Johnson, K.S., 1976, Permian copper shales in southwest Oklhoma in Stratiform copper deposits of the Midcontinent Region: Oklahoma Geological Survey Circular 77, p. 3-14."
707,"Lapoint, D.J., 1979, Geology geochemistry and petrology of sandstone copper deposits in New Mexico:  Unpublished Ph.D. thesis, University of Colorado, 333 p."
707,"Stauber, I. J., 1930, A sandstone copper deposit:  The Mining Journal,"
707,"December, p. 929-931."
708,"Lapoint, D.J., 1979, Geology geochemistry and petrology of sandstone copper deposits in New Mexico:  Unpublished Ph.D. thesis, University of Colorado, 333 p."
708,"Thomas, C.A., Hagni, R.D., and Berendsen, P., 1991, Ore microscopy of the"
708,"Paoli silver-copper deposit, Oklahoma:  Ore Geology Review, no. 6, p."
708,229-244.
708,"Shockey, P.N., Renfro, A.R., and Peterson, R.J., 1974, Copper-silver solution fronts at Paoli, Oklahoma: Economic Geology v. 69, p. 266-269."
709,"Dingess, P. R., 1976, Geology and mining operations at the Creta copper"
709,"deposit of Eagle-Picher Industries, Inc., in Johnson, K. S., and Croy, R. L,"
709,"eds., Stratiform copper deposits of the Midcontinent region, a symposium:"
709,"Oklahoma Geological Survey Circular 77, p. 15-24."
709,"Johnson, K.S., 1976, Permian copper shales in southwest Oklhoma in Stratiform copper deposits of the Midcontinent Region: Oklahoma Geological Survey Circular 77, p. 3-14."
710,"Hatchell, W. O., Blagbrough, J. W.,and Hill, J. M., 1982,  Stratigraphy and copper deposits of the AboFormation, Abo Canyon area, central New Mexico:  in  Grambling, J. A., and Wells, S. G., eds., New Mexico Geological Society Guidebook, 33rd Field"
710,"Conference, Albuquerque County II, p. 249-260."
710,"Phillips, J.S., 1960, Sandstone-type copper deposits of the Western United States:  Harvard University, Cambridge, Massachusetts, Ph.D. thesis, 320 p."
711,"Soule, J.H., 1956, Reconnaissance of the red bed copper deposits in Southeastern Colorado and New Mexico:  U.S. Bureau of Mines Information Circular 7740."
712,"Soule, J.H., 1956, Reconnaissance of the red bed copper deposits in Southeastern Colorado and New Mexico:  U.S. Bureau of Mines Information Circular 7740."
713,"Rogers, R.D., 1978, Geology and geochemistry of copper occurrences in the Supai Formation, Central Arizona:  Abstracts, Cordilleran Section Geological Society of America, 74th Annual Meeting 1978."
714,"Phillips, J.S., 1960, Sandstone-type copper deposits of the Western United States:  Harvard University, Cambridge, Massachusetts, Ph.D. thesis, 320 p."
715,"Phillips, J.S., 1960, Sandstone-type copper deposits of the Western United States:  Harvard University, Cambridge, Massachusetts, Ph.D. thesis, 320 p."
