position,rec_id,year,country,commodity,location,fac_name,fac_type,dmslat,dmslong,latitude,longitude,precision,mm,op_comp,maininvest,othinvest,status,capacity,units,notes,cite
750,4870,2005,Peru,Copper,,"Electrowon at Cerro Verde, Arequipa Department",Plant,"16° 31' 00"" ","71° 42' 00"" ",-16.517,-71.7,,,"Sociedad Minera Cerro Verde S.A.A. (Phelps Dodge Corp.: 55%, Sumitomo Metal Mining Co. Ltd.: 25%, Cía. de Minas Buenaventura S.A.A.: 20%)",,,Active,90,"thousand t/yr",­­,850
751,4871,2005,Peru,Copper,,"Cuajone Mine, Moquegua Department, Toquepala Mine, Tacna Department",Mine,"16° 57' 00""","70° 38' 00""",-16.95,-70.633,,S,"Southern Peru Copper Corp. (SPCC) (Grupo Mexico, S.A. de C.V.: 54.2%, Marmon Corp.: 14.2%, Phelps Dodge Overseas Capital Corp.: 14%, others: 17.6%)",,,Active,"200 (Cuajone","thousand t/yr",­­,850
752,4872,2005,Peru,Copper,,"Smelter at Ilo, Moquegua Department",Smelter,"17° 38' 22""","71° 20' 15""",-17.639,-71.338,,,"Southern Peru Copper Corp. (SPCC) (Grupo Mexico, S.A. de C.V.: 54.2%, Marmon Corp.: 14.2%, Phelps Dodge Overseas Capital Corp.: 14%, others: 17.6%)",,,Active,320,"thousand t/yr",­­,850
753,4873,2005,Peru,Copper,,"Refinery at Ilo, Moquegua Department",Refinery,"17° 38' 22""","71° 20' 15""",-17.639,-71.338,,,"Southern Peru Copper Corp. (SPCC) (Grupo Mexico, S.A. de C.V.: 54.2%, Marmon Corp.: 14.2%, Phelps Dodge Overseas Capital Corp.: 14%, others: 17.6%)",,,Active,330,"thousand t/yr",­­,850
109,5136,2003,Botswana,"nickel, copper, cobalt",Phoenix,,Mine,"21° 10' 00"" ","027° 31' 00""",-21.167,27.517,,S,"Tati Nickel Mining Co. (Proprietary) Ltd. (LionOre Mining International Ltd., 85%)",,,active,"3,600,000 or","t / yr, kg / yr",,851
110,5137,2003,Botswana,"nickel, copper, cobalt",Selebi-Phikwe,,Mine,"22° 01' 00"" ","027° 50' 00""",-22.017,27.833,,U,"BCL Ltd. (Botswana RST Ltd., 85%)",,,active,"3,000,000 or","t / yr",,851
168,5195,2003,"Congo - Kinshasa",copper,"Dikulushi, Lake Moero area, Katanga Province",,Mine,"09° 00' 00"" ","026° 00' 00""",-9,26,,,"Anvil Mining Congo SARL  [Anvil Mining NL (81.1%) and First Quantum Minerals Ltd. (18.9%)]",,,active,"20,000 Cu; 6","t / yr",,851
169,5196,2003,"Congo - Kinshasa",copper,"Kambove, Kakanda and Kambove-Likasi area",,,"10° 48' 00"" ","026° 35' 00""",-10.8,26.583,,,Gécamines,,,active,"1,500,000 co","t / yr",,851
170,5197,2003,"Congo - Kinshasa",copper,"Lonshi, pedicle area, Katanga province",,Mine,"09° 00' 00"" ","026° 00' 00""",-9,26,,,"Compagnie Minera De Sakania SPRL (Comisa), [First Quantum Minerals Ltd., 100%)]",,,active,"35,000 coppe","t / yr",,851
172,5199,2003,"Congo - Kinshasa",copper,"Luiswishi Mine near Lubumbashi",,Mine,"11° 32' 00"" ","027° 26' 00""",-11.533,27.433,,,"OMGI (55%), EGMF (25%), and Gecamines (25%) joint venture",,,active,"12,000 coppe","t / yr",,851
173,5200,2003,"Congo - Kinshasa",copper,"Shituru at Likasi",,Refinery,"10° 58' 53"" ","026° 44' 00""",-10.981,26.733,,,Gécamines,,,active,"150,000 copp","t / yr",,851
174,5201,2003,"Congo - Kinshasa","copper, cobalt","DIMA-Kamoto at Kolwezi",,,"10° 43' 00"" ","025° 28' 21""",-10.717,25.473,,,Gécamines,,,active,"8,000,000 or","t / yr",,851
175,5202,2003,"Congo - Kinshasa","copper, cobalt","Kamatanda Mine, Kakanda and Kambove-Likasi area",,Mine,"10° 57' 00"" ","026° 46' 00""",-10.95,26.767,,,Gécamines,,,active,"57,000 Cu; 4","t / yr",,851
176,5203,2003,"Congo - Kinshasa","copper, cobalt","Kamfundwa Mine, Kakanda and Kambove-Likasi area",,Mine,"10° 45' 00"" ","026° 18' 00""",-10.75,26.3,,,Gécamines,,,active,"400,000 Cu;","t / yr",,851
177,5204,2003,"Congo - Kinshasa","copper, cobalt",Kamoto,,Mill,"10° 43' 00"" ","025° 25' 00""",-10.717,25.417,,,"Gécamines, Kinross Gold Corp. and EGMF",,,active,"75,000 Cu","t / yr",,851
178,5205,2003,"Congo - Kinshasa","copper, cobalt","Kamoto underground mine and mill (project pending in 2004)",,Mine,"10° 43' 00"" ","025° 25' 00""",-10.717,25.417,,,"Gécamines and Kumba Resources Ltd. joint venture",,,active,NA,"t / yr",,851
179,5206,2003,"Congo - Kinshasa","copper, cobalt","Kamoya C Mine, Kakanda and Kambove-Likasi area",,,"10° 45' 00"" ","026° 18' 00""",-10.75,26.3,,,Gécamines,,,active,"79,000 Cu; 7","t / yr",,851
180,5207,2003,"Congo - Kinshasa","copper, cobalt","Kamoya S  Mine, Kakanda and Kambove-Likasi area",,Mine,"10° 45' 00"" ","026° 18' 00""",-10.75,26.3,,,Gécamines,,,active,"36,000 Cu; 1","t / yr",,851
181,5208,2003,"Congo - Kinshasa","copper, cobalt","Kamwale Mine, Kakanda and Kambove-Likasi area",,Mine,"10° 45' 00"" ","026° 18' 00""",-10.75,26.3,,,Gécamines,,,active,"60,000 Cu; 1","t / yr",,851
182,5209,2003,"Congo - Kinshasa","copper, cobalt","Kingamyambo and Musonoi",,Plant,"10° 39' 38"" ","025° 23' 29""",-10.661,25.391,,,"KingamyamboMusonoi Tailings SARL, [Congo Mineral Developments Ltd.",,,active,"42,000 coppe","t / yr",,851
183,5210,2003,"Congo - Kinshasa","copper, cobalt",Kolwezi,,Plant,"10° 43' 00"" ","025° 28' 21""",-10.717,25.473,,,Gécamines,,,active,"30,000 zinc","t / yr",,851
184,5211,2003,"Congo - Kinshasa","copper, cobalt","KOV at Kolwezi",,Mine,"10° 43' 00"" ","025° 28' 21""",-10.717,25.473,,,Gécamines,,,active,"6,700,000 Cu","t / yr",,851
185,5212,2003,"Congo - Kinshasa","copper, cobalt","Luilu, Kolwezi area",,Refinery,"10° 38' 00"" ","025° 21' 00""",-10.633,25.35,,,Gécamines,,,active,"175,000 Cu a","t / yr",,851
186,5213,2003,"Congo - Kinshasa","copper, cobalt","Luisha Mine, Kakanda and Kambove-Likasi area",,Mine,"10° 45' 00"" ","026° 18' 00""",-10.75,26.3,,,Gécamines,,,active,"620,000 Cu;","t / yr",,851
187,5214,2003,"Congo - Kinshasa","copper, cobalt","Planned Phase 1 mine at Temke-Fungurume, Likasi area",,Mine,"10° 58' 53"" ","026° 44' 00""",-10.981,26.733,,,"Tenke Mining Corp.(60%) and Gecamines (40%) joint venture.",,,active,"100,000 copp","t / yr",,851
188,5215,2003,"Congo - Kinshasa","copper, cobalt","Ruashi -Etoile Phase 1, Lubumbashi",,Mine,"11° 37' 00"" ","027° 33' 00""",-11.617,27.55,,,"Ruashi Mining [Metorex Ltd.of South Africa, Sentinelle Global Investments (Proprietary) Limited and Gecamines]",,,active,"10,000 Cu; 1","t / yr",,851
189,5216,2003,"Congo - Kinshasa","copper, cobalt","Ruashi -Etoile Phase 2, Lubumbashi",,Mine,"11° 37' 00"" ","027° 33' 00""",-11.617,27.55,,,"Ruashi Mining [Metorex Ltd.of South Africa, Sentinelle Global Investments (Proprietary) Limited and Gecamines]",,,active,"42,500 Cu; 3","t / yr",,851
416,5443,2003,Iran,copper,"Electrowon plant, Sar Cheshmeh copper complex",,Plant,,,30.089,55.416,,,"National Iranian Copper Industries Co. (Government)",,,active,12,"t / yr",,851
417,5444,2003,Iran,copper,Kerman,,Plant,,,30.294,57.084,,S,"Shahid Bahonar Copper Industries Co. (Social Security Investment Co.)",,,active,35,"t / yr",,851
418,5445,2003,Iran,copper,"Meiduk copper mine",,Mine,,,31.089,55.416,,U,"National Iranian Copper Industries Co. (Government)",,,active,"5,000","t / yr",,851
419,5446,2003,Iran,copper,"Qal'eh Zari Mine, near Birjan",,Mine,,,33.133,55.416,,U,"National Iranian Copper Industries Co. (Government)",,,active,15,"t / yr",,851
420,5447,2003,Iran,copper,"Refinery, Sar Cheshmeh copper complex",,Plant,,,30.089,55.416,,U,"National Iranian Copper Industries Co. (Government)",,,active,120,"t / yr",,851
421,5448,2003,Iran,copper,"Rolling mill (billet), Sar Cheshmeh copper complex",,Plant,,,30.089,55.416,,U,"National Iranian Copper Industries Co. (Government)",,,active,3,"t / yr",,851
422,5449,2003,Iran,copper,"Rolling mill (slab), Sar Cheshmeh copper complex",,Mill,,,30.089,55.416,,S,"National Iranian Copper Industries Co. (Government)",,,active,7,"t / yr",,851
423,5450,2003,Iran,copper,"Sar Cheshmeh Mine, Rafsanjan",,Mine,,,30.089,55.416,,U,"National Iranian Copper Industries Co. (Government)",,,active,"13,400","t / yr",,851
424,5451,2003,Iran,copper,"Smelter, Khaatounabad",,Smelter,,,30.089,55.416,,S,"National Iranian Copper Industries Co. (Government)",,,active,80,"t / yr",,851
425,5452,2003,Iran,copper,"Smelter, Sar Cheshmeh copper complex",,Smelter,,,30.089,55.416,,S,"National Iranian Copper Industries Co. (Government)",,,active,154,"t / yr",,851
426,5453,2003,Iran,copper,"Songun copper mine",,Mine,,,30.108,55.123,,U,"National Iranian Copper Industries Co. (Government)",,,active,400,"t / yr",,851
427,5454,2003,Iran,copper,"Wire plant at Rasht",,Plant,,,35.279,49.586,,S,Simco,,,active,NA,"t / yr",,851
428,5455,2003,Iran,copper,"Wire rod plant, Sar Cheshmeh copper complex",,Plant,,,30.089,55.416,,S,"National Iranian Copper Industries Co. (Government)",,,active,51,"t / yr",,851
429,5456,2003,Iran,copper,"Ghani Abad Factory, Tehran",,Plant,,,35.672,51.424,,S,"Niru Metal Smelting Factory (Niru Battery Manufacturing Co.)",,,active,NA,"t / yr",,851
799,5826,2003,Morocco,copper,Bleida,,Mine,,,30.38,-5.44,,,"Ste. Minieire de Bou Gaffer",,,active,"50,000","t / yr",,851
848,5875,2003,Namibia,copper,"Asis Far West",,"Mine (offshore)","25° 24' 00"" ","018° 29' 00""",-25.4,18.483,,U,"Ongopolo Mining Ltd.",,,closed,NA,"t / yr",,851
849,5876,2003,Namibia,copper,"Khusib Springs",,Smelter,,,-18.98,18,,,"Ongopolo Mining Ltd.",,,active,"15,500","t / yr",,851
851,5878,2003,Namibia,copper,Tsumeb,,Mine,,,-22.83,16.75,,,"Ongopolo Processing (Pty.) Ltd.",,,active,"30,000","t / yr",,851
853,5880,2003,Namibia,"copper, lead, zinc, silver","Kombat, Asis Ost",,Mine,,,-19.783,18.017,,,"Ongopolo Mining Ltd.",,,active,"8,000","t / yr",,851
854,5881,2003,Namibia,"copper, sulfur, silver",Matchless,,Mine,,,-22.83,16.75,,"S,U","Ongopolo Mining Ltd.",,,active,"12,000","t / yr",,851
855,5882,2003,Namibia,"copper, zinc, palladium",Otjihase,,Mine,,,-22.383,17.367,,,"Ongopolo Mining Ltd.",,,active,"18,000","t / yr",,851
884,5911,2003,Namibia,"zinc, lead, copper, silver, antimony","Rosh Pinah",,Mine,,,-27.95,16.767,,U,"Rosh Pinah Zinc Corp. (Pty.) Ltd.",,,active,"31,000 Pb (c","t / yr",,851
929,5956,2003,Oman,copper,"Smelter and refinery near Sohar",,"Refinery, Smelter",,,24.369,56.744,,U,"Oman Mining Co. LLC",,,active,24,"t / yr",,851
1065,6092,2003,"South Africa",copper,Maranda,,Mine,"23° 58' 00"" ","030° 29' 00""",-23.967,30.483,,,"Maranda Mining Co.",,,closed,"2,000","t / yr",,851
1066,6093,2003,"South Africa",copper,"Nigramoep & O'okiep",,Mine,,,-29.58,18.78,,U,"Metorex (Pty) Ltd.",,,closed,"15,000","t / yr",,851
1067,6094,2003,"South Africa",copper,"Nigramoep & O'okiep",,Smelter,,,-29.58,18.78,,,"Metorex (Pty) Ltd.",,,closed,"42,000","t / yr",,851
1068,6095,2003,"South Africa",copper,Palabora,,Mine,"23° 57' 00"" ","031° 07' 00""",-23.95,31.117,,"S,U","Palabora Mining Co. Ltd. (Rio Tinto)",,,active,"88,000","t / yr",,851
1069,6096,2003,"South Africa",copper,Palabora,,Smelter,"23° 57' 00"" ","031° 07' 00""",-23.95,31.117,,,"Palabora Mining Co. Ltd. (Rio Tinto)",,,active,"140,000","t / yr",,851
1070,6097,2003,"South Africa",copper,Palabora,,Refinery,"23° 57' 00"" ","031° 07' 00""",-23.95,31.117,,,"Palabora Mining Co. Ltd. (Rio Tinto)",,,active,"135,000","t / yr",,851
1071,6098,2003,"South Africa","copper, lead, zinc, silver","Black Mountain",,Mine,,,-29.2,19.87,,U,"Black Mountain Mineral Development Co. (Anglo American)",,,active,"5,000","t / yr",,851
1283,6310,2003,Tanzania,"copper - concentrates","Bulyanhulu, Kahama area",,Mine,"03° 50' 00"" ","032° 36' 00""",-3.833,32.6,,U,"Kahama Mining Corp. Ltd. (Barrick Gold Corp., 100%)",,,active,"20,000 conce","t / yr",,851
1405,6432,2003,Turkey,copper,"Cayeli Mine",,Mine,,,41.05,39.727,,S,"Cayeli Bakir Isletmeleri A.S.",,,active,"29 copper co","t / yr",,851
1406,6433,2003,Turkey,copper,Gebze,,Mine,,,40.767,29.917,,S,"Sarkuysan Elektrolitik Bakir Sanayii ve Ticaret A.S.",,,active,70,"t / yr",,851
1407,6434,2003,Turkey,copper,Istanbul,,Mine,,,41.019,28.965,,S,"Rabak Elektrolitik Bak?r ve Mam. A.S.",,,active,35,"t / yr",,851
1408,6435,2003,Turkey,copper,Kayseri,,Mine,,,38.732,35.485,,S,"Hes Kablo",,,active,31,"t / yr",,851
1409,6436,2003,Turkey,copper,Kure,,Mine,,,41.8,33.717,,S,"Etibank Kure Bakirli Pirit Isletmetsi Muessesesi Mudurlugu",,,active,"55 copper co","t / yr",,851
1410,6437,2003,Turkey,copper,"Murgul near Artvin",,Mine,,,41.274,41.566,,S,"Karadeniz Bak?r Isletmeleri A.S. (Etibank, 99.97%)",,,active,"132 copper c","t / yr",,851
1411,6438,2003,Turkey,copper,"Murgul, Damar",,Mine,,,41.274,41.566,,S,"Karadeniz Bak?r Isletmeleri A.S. (Etibank, 99.97%)",,,active,"37 copper co","t / yr",,851
1412,6439,2003,Turkey,copper,"Murgul, Smelter",,Smelter,,,41.274,41.566,,S,"Karadeniz Bakir Isletmeleri A.S. (Etibank, 99.97%)",,,active,"11 blister c","t / yr",,851
1413,6440,2003,Turkey,copper,"Samsun, Smelter and acid plant",,Smelter,,,41.287,36.33,,S,"Karadeniz Bak?r Isletmeleri A.S. (Etibank, 99.97%)",,,active,"39 blister c","t / yr",,851
1486,6513,2003,Zambia,copper,"Muliashi North",,Mine,,,-10.333,31.3,,,ZCCM-IH,,,active,"34,000","t / yr",,851
1487,6514,2003,Zambia,copper,"Nampundwe (Zvishavane Shabanie)",,Mill,,,-14.58,29.31,,,"Konkola Copper Mines plc (Anglo American, 65%)",,,active,NA,"t / yr",,851
1488,6515,2003,Zambia,"copper, cobalt",Baluba,,Mill,"12° 59' 00"" ","028° 13' 00""",-12.983,28.217,,,"Roan Antelope Mining Corp. (Binani Group)",,,active,"24,000 Cu; 1","t / yr",,851
1489,6516,2003,Zambia,"copper, cobalt","Baluba East",,Mine,"12° 59' 00"" ","028° 13' 00""",-12.983,28.217,,U,"Roan Antelope Mining Corp.(Binani Group)",,,active,"725,000","t / yr",,851
1490,6517,2003,Zambia,"copper, cobalt","Bwana Mkubwa",,Plant,"13° 02' 00"" ","028° 42' 00""",-13.033,28.7,,,"First Quantum Minerals Ltd.",,,active,"10,000","t / yr",,851
1491,6518,2003,Zambia,"copper, cobalt","Chibuluma South",,Mine,"12° 50' 00"" ","028° 06' 00""",-12.833,28.1,,,"Chibuluma Mines plc (Metorex of South Africa (Pty) Ltd. 85%)",,,active,"16,500","t / yr",,851
1492,6519,2003,Zambia,"copper, cobalt","Chibuluma West",,Mill,"12° 50' 00"" ","028° 06' 00""",-12.833,28.1,,,"Chibuluma Mines plc (Metorex of South Africa (Pty) Ltd. 85%)",,,active,"450,000","t / yr",,851
1493,6520,2003,Zambia,"copper, cobalt","Chibuluma West",,Mine,"12° 50' 00"" ","028° 06' 00""",-12.833,28.1,,U,"Chibuluma Mines plc (Metorex of South Africa (Pty) Ltd. 85%)",,,active,"8,400","t / yr",,851
1494,6521,2003,Zambia,"copper, cobalt",Konkola,,Mill,"12° 18' 00"" ","027° 46' 00""",-12.3,27.767,,,"Konkola Copper Mines plc (Anglo American, 65%)",,,active,"50,000","t / yr",,851
1495,6522,2003,Zambia,"copper, cobalt",Konkola,,Mine,"13° 08' 00"" ","028° 24' 00""",-13.133,28.4,,U,"Konkola Copper Mines plc (Anglo American)",,,active,"2,200,000","t / yr",,851
1496,6523,2003,Zambia,"copper, cobalt",Luanshya,,Mine,"12° 59' 00"" ","028° 13' 00""",-12.983,28.217,,,"Roan Antelope Mining Corp.(Binani Group)",,,closed,"20,000","t / yr",,851
1497,6524,2003,Zambia,"copper, cobalt",Luanshya,,Mine,"13° 08' 00"" ","028° 24' 00""",-13.133,28.4,,U,"Roan Antelope Mining Corp. (Binani Group)",,,active,"600,000","t / yr",,851
1498,6525,2003,Zambia,"copper, cobalt",Luanshya,,Mill,,,-11.833,25.133,,,"Roan Antelope Mining Corp. (Binani Group)",,,active,"23,000","t / yr",,851
1499,6526,2003,Zambia,"copper, cobalt",Mufulira,,Mine,"12° 32' 00"" ","028° 14' 00""",-12.533,28.233,,U,"Mopani Copper Mines plc (Glencore Intl. 73%)",,,active,"2,500,000","t / yr",,851
1500,6527,2003,Zambia,"copper, cobalt",Mufulira,,Mill,"12° 32' 00"" ","028° 14' 00""",-12.533,28.233,,,"Mopani Copper Mines plc (Glencore Intl. 73%)",,,active,"125,000","t / yr",,851
1501,6528,2003,Zambia,"copper, cobalt",Mufulira,,Refinery,"12° 32' 00"" ","028° 14' 00""",-12.533,28.233,,,"Mopani Copper Mines plc (Glencore Intl. 73%)",,,active,"270,000","t / yr",,851
1502,6529,2003,Zambia,"copper, cobalt",Nchanga,,Mine,"13° 46' 00"" ","029° 56' 00""",-13.767,29.933,,U,"Konkola Copper Mines plc (Anglo American, 65%)",,,active,"2,800,000","t / yr",,851
1503,6530,2003,Zambia,"copper, cobalt",Nchanga,,Mill,"13° 46' 00"" ","029° 56' 00""",-13.767,29.933,,,"Konkola Copper Mines plc (Anglo American)",,,active,"88,000 Cu; 1","t / yr",,851
1504,6531,2003,Zambia,"copper, cobalt",Nchanga,,Mine,"13° 46' 00"" ","029° 56' 00""",-13.767,29.933,,S,"Konkola Copper Mines plc (Anglo American, 65%)",,,active,"4,500,000","t / yr",,851
1505,6532,2003,Zambia,"copper, cobalt",Nkana,,Smelter,"13° 46' 00"" ","029° 56' 00""",-13.767,29.933,,,"Smelter Co; Zambia Consolidated Copper Mine-Investments Holdings, plc",,,active,"450,000","t / yr",,851
1506,6533,2003,Zambia,"copper, cobalt",Nkana,,Plant,"12° 49' 00"" ","028° 12' 00""",-12.817,28.2,,,"Konkola Copper Mines plc (Anglo American)",,,active,"61,000","t / yr",,851
1507,6534,2003,Zambia,"copper, cobalt",Nkana,,Smelter,"12° 49' 00"" ","028° 12' 00""",-12.817,28.2,,,"Zambia Consolidated Copper Mines Ltd. (ZCCM)",,,active,"150,000","t / yr",,851
1508,6535,2003,Zambia,"copper, cobalt",Nkana,,Mine,"12° 49' 00"" ","028° 12' 00""",-12.817,28.2,,,"Mopani Copper Mines plc (Glencore Intl, First Quantum)",,,active,"5,500,000","t / yr",,851
1509,6536,2003,Zambia,"copper, cobalt",Nkana,,Mill,,,-12.817,28.2,,,"Mopani Copper Mines plc (Glencore Intl, First Quantum)",,,active,"45,000 Cu; 1","t / yr",,851
1556,6583,2003,Zimbabwe,copper,Alaska,,Smelter,,,-17.308,30.033,,,"Lomagundi Smelting & Mining",,,closed,"35,000","t / yr",,851
1557,6584,2003,Zimbabwe,copper,Alaska,,Refinery,,,-17.308,30.033,,,"Lomagundi Smelting & Mining",,,closed,"28,000","t / yr",,851
1558,6585,2003,Zimbabwe,copper,"Eiffel Flats",,Refinery,,,-18.317,29.983,,,"RioZim Ltd.",,,active,"8,500","t / yr",,851
1559,6586,2003,Zimbabwe,copper,"Hartley, Selous",,Refinery,,,-18.033,30.417,,,"Makwiro Platinum Mines (Pvt.) Ltd. (Zimplats Holdings Ltd.)",,,closed,NA,"t / yr",,851
1560,6587,2003,Zimbabwe,copper,Mhangura,,Mine,,,-16.883,30.167,,U,"Mhangura Copper Mines",,,closed,"16,000","t / yr",,851
1561,6588,2003,Zimbabwe,copper,Sanyati,,Mine,,,-17.517,29.325,,S,"Zimbabwe Mining & Development Corp.",,,closed,"5,000","t / yr",,851
1562,6589,2003,Zimbabwe,copper,Selous,,Smelter,,,-18.033,30.417,,,"Makwiro Platinum Mines (Pvt.) Ltd. (Zimplats Holdings Ltd.)",,,active,"2,000","t / yr",,851
1581,6608,2003,Zimbabwe,"nickel, copper, cobalt",Madziwa,,Mine,,,-17.1,31.72,,U,"Trojan Nickel Mines (Bindura Nickel Corp.)",,,closed,"2,000","t / yr",,851
1582,6609,2003,Zimbabwe,"nickel, copper, cobalt",Shangani,,Mine,,,-19.68,29.23,,U,"Trojan Nickel Mines (Bindura Nickel Corp.)",,,active,"3,500","t / yr",,851
1583,6610,2003,Zimbabwe,"nickel, copper, cobalt",Trojan,,Mine,,,-17.32,31.3,,U,"Trojan Nickel Mines (Bindura Nickel Corp.)",,,active,"5,000","t / yr",,851
